seq_id	insertion_date	mcl_clust	ap_clust
1706	984615	mcl_32	ap_clust_3153
1707	153846	mcl_5	ap_clust_7095
1708	792307	mcl_2	ap_clust_13524
1709	146153	mcl_405	ap_clust_0
1710	65384	mcl_6	ap_clust_4039
1711	1411538	mcl_22	ap_clust_6250
1712	388461	mcl_22	ap_clust_4356
1713	0	mcl_12	ap_clust_3502
1714	161538	mcl_16	ap_clust_3001
1715	650000	mcl_2	ap_clust_5474
1716	4315384	mcl_42	ap_clust_10275
1717	1861538	mcl_10	ap_clust_12218
1718	292307	mcl_1	ap_clust_10832
1719	53846	mcl_12	ap_clust_4372
1720	757692	mcl_2	ap_clust_5727
1721	1023076	mcl_19	ap_clust_11412
1722	57692	mcl_12	ap_clust_3502
1723	369230	mcl_17	ap_clust_7495
1724	957692	mcl_14	ap_clust_11896
1725	1973076	mcl_47	ap_clust_11074
1726	750000	mcl_14	ap_clust_189
1727	2665384	mcl_22	ap_clust_4356
1728	0	mcl_6	ap_clust_4039
1729	4400000	mcl_8	ap_clust_3542
1730	676923	mcl_9	ap_clust_13029
1731	2296153	mcl_2	ap_clust_11340
1732	496153	mcl_17	ap_clust_4839
1733	292307	mcl_13	ap_clust_9805
1734	2015384	mcl_41	ap_clust_5999
1735	2753846	mcl_228	ap_clust_1735
1736	0	mcl_12	ap_clust_3502
1737	2403846	mcl_15	ap_clust_9876
1738	61538	mcl_7	ap_clust_12729
1739	173076	mcl_4	ap_clust_6582
1740	200000	mcl_24	ap_clust_11616
1741	92307	mcl_2	ap_clust_1780
1742	1034615	mcl_33	ap_clust_5975
1743	473076	mcl_2	ap_clust_13524
1744	2980769	mcl_3	ap_clust_11290
1745	742307	mcl_23	ap_clust_5479
1746	65384	mcl_25	ap_clust_1513
1747	2046153	mcl_15	ap_clust_8942
1748	1569230	mcl_24	ap_clust_9288
1749	700000	mcl_5	ap_clust_802
1750	634615	mcl_11	ap_clust_6694
1751	103846	mcl_406	ap_clust_0
1752	938461	mcl_24	ap_clust_2238
1753	1553846	mcl_27	ap_clust_9984
1754	61538	mcl_20	ap_clust_6206
1755	150000	mcl_1	ap_clust_3526
1756	1061538	mcl_9	ap_clust_3106
1757	711538	mcl_9	ap_clust_1565
1758	0	mcl_12	ap_clust_3502
1759	938461	mcl_22	ap_clust_4356
1760	253846	mcl_1	ap_clust_13156
1761	969230	mcl_2	ap_clust_5133
1762	0	mcl_77	ap_clust_8652
1763	288461	mcl_13	ap_clust_9805
1764	1553846	mcl_3	ap_clust_12415
1765	692307	mcl_38	ap_clust_1508
1766	396153	mcl_11	ap_clust_8560
1767	738461	mcl_2	ap_clust_13524
1768	1173076	mcl_24	ap_clust_2238
1769	0	mcl_36	ap_clust_13126
1770	2142307	mcl_184	ap_clust_1770
1771	153846	mcl_2	ap_clust_1137
1772	1561538	mcl_19	ap_clust_9765
1773	65384	mcl_12	ap_clust_1513
1774	557692	mcl_7	ap_clust_5823
1775	1269230	mcl_8	ap_clust_13250
1776	500000	mcl_70	ap_clust_7570
1777	1096153	mcl_1	ap_clust_3665
1778	407692	mcl_1	ap_clust_448
1779	496153	mcl_5	ap_clust_6986
1780	30769	mcl_2	ap_clust_1780
1781	123076	mcl_18	ap_clust_13387
1782	450000	mcl_11	ap_clust_8560
1783	688461	mcl_21	ap_clust_9976
1784	292307	mcl_13	ap_clust_734
1785	2961538	mcl_15	ap_clust_11478
1786	634615	mcl_9	ap_clust_13029
1787	196153	mcl_6	ap_clust_9266
1788	242307	mcl_32	ap_clust_3153
1789	176923	mcl_4	ap_clust_10201
1790	1242307	mcl_3	ap_clust_3148
1791	1023076	mcl_8	ap_clust_1609
1792	1807692	mcl_2	ap_clust_1792
1793	0	mcl_12	ap_clust_1513
1794	123076	mcl_1	ap_clust_13156
1795	153846	mcl_2	ap_clust_2029
1796	684615	mcl_121	ap_clust_11849
1797	0	mcl_12	ap_clust_1513
1798	107692	mcl_18	ap_clust_9852
1799	769230	mcl_11	ap_clust_7588
1800	3057692	mcl_15	ap_clust_9876
1801	76923	mcl_19	ap_clust_9765
1802	84615	mcl_50	ap_clust_11849
1803	196153	mcl_17	ap_clust_4839
1804	150000	mcl_1	ap_clust_448
1805	203846	mcl_1	ap_clust_10832
1806	176923	mcl_1	ap_clust_10832
1807	715384	mcl_45	ap_clust_2893
1808	388461	mcl_2	ap_clust_13524
1809	12296153	mcl_22	ap_clust_4356
1810	0	mcl_25	ap_clust_9091
1811	761538	mcl_5	ap_clust_802
1812	765384	mcl_39	ap_clust_4533
1813	46153	mcl_5	ap_clust_4927
1814	211538	mcl_1	ap_clust_448
1815	0	mcl_12	ap_clust_3502
1816	1123076	mcl_9	ap_clust_9527
1817	742307	mcl_7	ap_clust_5823
1818	1607692	mcl_3	ap_clust_12415
1819	200000	mcl_17	ap_clust_9164
1820	584615	mcl_44	ap_clust_584
1821	973076	mcl_8	ap_clust_2713
1822	1484615	mcl_23	ap_clust_5479
1823	365384	mcl_4	ap_clust_10201
1824	242307	mcl_32	ap_clust_3153
1825	534615	mcl_6	ap_clust_6549
1826	265384	mcl_19	ap_clust_9765
1827	0	mcl_1	ap_clust_6936
1828	476923	mcl_31	ap_clust_10304
1829	2730769	mcl_30	ap_clust_5725
1830	207692	mcl_42	ap_clust_10275
1831	130769	mcl_6	ap_clust_4039
1832	226923	mcl_20	ap_clust_12495
1833	65384	mcl_6	ap_clust_7049
1834	419230	mcl_1	ap_clust_2799
1835	953846	mcl_4	ap_clust_6582
1836	2023076	mcl_15	ap_clust_8942
1837	1615384	mcl_229	ap_clust_5449
1838	1876923	mcl_15	ap_clust_8942
1839	1088461	mcl_11	ap_clust_8560
1840	396153	mcl_21	ap_clust_9976
1841	1892307	mcl_10	ap_clust_10865
1842	123076	mcl_18	ap_clust_13387
1843	0	mcl_12	ap_clust_3502
1844	369230	mcl_1	ap_clust_5349
1845	0	mcl_407	ap_clust_0
1846	730769	mcl_22	ap_clust_11402
1847	180769	mcl_16	ap_clust_1556
1848	1426923	mcl_19	ap_clust_12280
1849	430769	mcl_7	ap_clust_2432
1850	1496153	mcl_10	ap_clust_12913
1851	192307	mcl_14	ap_clust_9266
1852	1303846	mcl_3	ap_clust_12415
1853	630769	mcl_21	ap_clust_9976
1854	1707692	mcl_24	ap_clust_9288
1855	123076	mcl_2	ap_clust_1780
1856	707692	mcl_5	ap_clust_802
1857	676923	mcl_24	ap_clust_6228
1858	726923	mcl_1	ap_clust_5349
1859	573076	mcl_23	ap_clust_5479
1860	684615	mcl_19	ap_clust_11412
1861	180769	mcl_4	ap_clust_10201
1862	126923	mcl_5	ap_clust_802
1863	1142307	mcl_5	ap_clust_6751
1864	915384	mcl_11	ap_clust_8560
1865	2484615	mcl_3	ap_clust_6214
1866	576923	mcl_9	ap_clust_3106
1867	234615	mcl_46	ap_clust_6996
1868	392307	mcl_14	ap_clust_9266
1869	130769	mcl_18	ap_clust_8623
1870	3215384	mcl_10	ap_clust_3756
1871	230769	mcl_13	ap_clust_9805
1872	492307	mcl_7	ap_clust_5823
1873	1226923	mcl_59	ap_clust_3248
1874	1557692	mcl_10	ap_clust_6452
1875	896153	mcl_32	ap_clust_3153
1876	346153	mcl_5	ap_clust_6986
1877	830769	mcl_8	ap_clust_1609
1878	1073076	mcl_23	ap_clust_5479
1879	861538	mcl_2	ap_clust_5382
1880	265384	mcl_408	ap_clust_0
1881	742307	mcl_23	ap_clust_5479
1882	1200000	mcl_31	ap_clust_10304
1883	1534615	mcl_3	ap_clust_12415
1884	619230	mcl_7	ap_clust_2432
1885	180769	mcl_1	ap_clust_448
1886	1034615	mcl_11	ap_clust_8560
1887	161538	mcl_23	ap_clust_5479
1888	61538	mcl_4	ap_clust_6582
1889	692307	mcl_11	ap_clust_7588
1890	188461	mcl_40	ap_clust_10463
1891	6038461	mcl_60	ap_clust_5976
1892	8188461	mcl_20	ap_clust_7258
1893	115384	mcl_230	ap_clust_6695
1894	61538	mcl_4	ap_clust_10201
1895	92307	mcl_1	ap_clust_13156
1896	546153	mcl_66	ap_clust_10670
1897	1100000	mcl_28	ap_clust_8228
1898	569230	mcl_1	ap_clust_6936
1899	411538	mcl_23	ap_clust_5479
1900	169230	mcl_5	ap_clust_3282
1901	92307	mcl_2	ap_clust_2029
1902	134615	mcl_27	ap_clust_9728
1903	546153	mcl_24	ap_clust_11616
1904	1942307	mcl_21	ap_clust_9976
1905	253846	mcl_7	ap_clust_12729
1906	573076	mcl_11	ap_clust_7588
1907	565384	mcl_14	ap_clust_189
1908	180769	mcl_4	ap_clust_407
1909	119230	mcl_4	ap_clust_10201
1910	0	mcl_231	ap_clust_1910
1911	65384	mcl_6	ap_clust_7049
1912	938461	mcl_9	ap_clust_9527
1913	30769	mcl_1	ap_clust_13156
1914	0	mcl_12	ap_clust_3502
1915	2011538	mcl_44	ap_clust_584
1916	188461	mcl_6	ap_clust_9013
1917	742307	mcl_11	ap_clust_6694
1918	626923	mcl_9	ap_clust_13029
1919	403846	mcl_13	ap_clust_734
1920	65384	mcl_6	ap_clust_4039
1921	1184615	mcl_9	ap_clust_3106
1922	115384	mcl_9	ap_clust_4706
1923	376923	mcl_7	ap_clust_2432
1924	442307	mcl_14	ap_clust_9266
1925	296153	mcl_17	ap_clust_4839
1926	215384	mcl_5	ap_clust_6986
1927	996153	mcl_26	ap_clust_3148
1928	1469230	mcl_144	ap_clust_153
1929	123076	mcl_4	ap_clust_6582
1930	569230	mcl_11	ap_clust_6694
1931	888461	mcl_9	ap_clust_3106
1932	153846	mcl_2	ap_clust_2029
1933	400000	mcl_11	ap_clust_6694
1934	1565384	mcl_1	ap_clust_12382
1935	1446153	mcl_2	ap_clust_11340
1936	1776923	mcl_3	ap_clust_11003
1937	492307	mcl_31	ap_clust_10304
1938	750000	mcl_14	ap_clust_189
1939	1442307	mcl_10	ap_clust_6452
1940	903846	mcl_22	ap_clust_11402
1941	242307	mcl_4	ap_clust_407
1942	400000	mcl_11	ap_clust_7588
1943	623076	mcl_1	ap_clust_2799
1944	653846	mcl_5	ap_clust_6751
1945	634615	mcl_26	ap_clust_3742
1946	84615	mcl_215	ap_clust_2561
1947	265384	mcl_409	ap_clust_0
1948	607692	mcl_156	ap_clust_1948
1949	1450000	mcl_10	ap_clust_12913
1950	3576923	mcl_1	ap_clust_3665
1951	1480769	mcl_2	ap_clust_1792
1952	865384	mcl_33	ap_clust_5975
1953	280769	mcl_17	ap_clust_4839
1954	996153	mcl_9	ap_clust_9527
1955	92307	mcl_20	ap_clust_7258
1956	0	mcl_7	ap_clust_12729
1957	1257692	mcl_8	ap_clust_13250
1958	826923	mcl_11	ap_clust_1565
1959	130769	mcl_6	ap_clust_7049
1960	265384	mcl_1	ap_clust_10832
1961	1323076	mcl_2	ap_clust_11340
1962	615384	mcl_9	ap_clust_13029
1963	1680769	mcl_1	ap_clust_12382
1964	3250000	mcl_37	ap_clust_11290
1965	1588461	mcl_1	ap_clust_12382
1966	353846	mcl_5	ap_clust_3282
1967	1557692	mcl_10	ap_clust_6452
1968	0	mcl_7	ap_clust_12729
1969	138461	mcl_16	ap_clust_12069
1970	1873076	mcl_15	ap_clust_9982
1971	492307	mcl_48	ap_clust_2701
1972	1838461	mcl_2	ap_clust_1792
1973	396153	mcl_40	ap_clust_10463
1974	303846	mcl_5	ap_clust_6986
1975	896153	mcl_72	ap_clust_4060
1976	1646153	mcl_7	ap_clust_6803
1977	876923	mcl_8	ap_clust_2713
1978	846153	mcl_3	ap_clust_9527
1979	4815384	mcl_1	ap_clust_6936
1980	480769	mcl_19	ap_clust_3791
1981	2107692	mcl_3	ap_clust_12415
1982	338461	mcl_21	ap_clust_4388
1983	465384	mcl_6	ap_clust_7049
1984	88461	mcl_1	ap_clust_3526
1985	215384	mcl_22	ap_clust_11402
1986	515384	mcl_17	ap_clust_7495
1987	634615	mcl_2	ap_clust_1137
1988	965384	mcl_8	ap_clust_1609
1989	492307	mcl_23	ap_clust_5479
1990	807692	mcl_4	ap_clust_407
1991	815384	mcl_8	ap_clust_3542
1992	1703846	mcl_29	ap_clust_9376
1993	284615	mcl_17	ap_clust_9164
1994	1473076	mcl_8	ap_clust_4393
1995	153846	mcl_20	ap_clust_7258
1996	726923	mcl_8	ap_clust_3542
1997	719230	mcl_22	ap_clust_4356
1998	853846	mcl_6	ap_clust_7049
1999	280769	mcl_2	ap_clust_7274
2000	403846	mcl_13	ap_clust_9805
2001	707692	mcl_5	ap_clust_4927
2002	3284615	mcl_1	ap_clust_13156
2003	2426923	mcl_29	ap_clust_9376
2004	61538	mcl_2	ap_clust_7274
2005	1615384	mcl_29	ap_clust_9376
2006	784615	mcl_39	ap_clust_9966
2007	284615	mcl_5	ap_clust_6986
2008	273076	mcl_6	ap_clust_7049
2009	0	mcl_31	ap_clust_10304
2010	92307	mcl_2	ap_clust_7274
2011	1030769	mcl_27	ap_clust_9984
2012	0	mcl_25	ap_clust_9091
2013	276923	mcl_79	ap_clust_6180
2014	792307	mcl_24	ap_clust_6228
2015	0	mcl_4	ap_clust_10201
2016	576923	mcl_5	ap_clust_1362
2017	1080769	mcl_22	ap_clust_11402
2018	207692	mcl_25	ap_clust_9091
2019	465384	mcl_6	ap_clust_10614
2020	1215384	mcl_193	ap_clust_13522
2021	184615	mcl_7	ap_clust_2432
2022	669230	mcl_158	ap_clust_7891
2023	369230	mcl_16	ap_clust_12069
2024	407692	mcl_1	ap_clust_13156
2025	957692	mcl_1	ap_clust_3665
2026	2646153	mcl_15	ap_clust_11478
2027	657692	mcl_32	ap_clust_3153
2028	188461	mcl_6	ap_clust_9013
2029	92307	mcl_2	ap_clust_2029
2030	823076	mcl_33	ap_clust_5975
2031	96153	mcl_16	ap_clust_3001
2032	2646153	mcl_1	ap_clust_11215
2033	769230	mcl_5	ap_clust_1362
2034	2584615	mcl_2	ap_clust_11340
2035	3253846	mcl_71	ap_clust_1004
2036	361538	mcl_35	ap_clust_12092
2037	838461	mcl_36	ap_clust_13126
2038	53846	mcl_17	ap_clust_4839
2039	488461	mcl_8	ap_clust_1525
2040	319230	mcl_52	ap_clust_6717
2041	53846	mcl_18	ap_clust_9852
2042	696153	mcl_11	ap_clust_7588
2043	96153	mcl_93	ap_clust_4995
2044	2442307	mcl_33	ap_clust_5975
2045	1123076	mcl_3	ap_clust_7980
2046	8330769	mcl_20	ap_clust_7258
2047	688461	mcl_11	ap_clust_7588
2048	323076	mcl_5	ap_clust_6751
2049	0	mcl_12	ap_clust_4372
2050	1273076	mcl_7	ap_clust_12520
2051	1007692	mcl_7	ap_clust_12520
2052	180769	mcl_123	ap_clust_2052
2053	1996153	mcl_411	ap_clust_0
2054	342307	mcl_20	ap_clust_1780
2055	200000	mcl_6	ap_clust_7049
2056	165384	mcl_28	ap_clust_8228
2057	326923	mcl_412	ap_clust_0
2058	0	mcl_6	ap_clust_7049
2059	1050000	mcl_8	ap_clust_1609
2060	250000	mcl_20	ap_clust_12495
2061	0	mcl_12	ap_clust_4372
2062	1238461	mcl_3	ap_clust_6794
2063	2669230	mcl_10	ap_clust_10574
2064	300000	mcl_28	ap_clust_4599
2065	342307	mcl_13	ap_clust_6426
2066	61538	mcl_7	ap_clust_2432
2067	30769	mcl_2	ap_clust_7274
2068	550000	mcl_14	ap_clust_9266
2069	646153	mcl_1	ap_clust_3526
2070	630769	mcl_1	ap_clust_2799
2071	307692	mcl_7	ap_clust_2432
2072	2519230	mcl_7	ap_clust_6803
2073	0	mcl_25	ap_clust_9091
2074	207692	mcl_1	ap_clust_6936
2075	92307	mcl_20	ap_clust_2029
2076	207692	mcl_1	ap_clust_10832
2077	884615	mcl_14	ap_clust_11896
2078	1142307	mcl_3	ap_clust_7602
2079	565384	mcl_14	ap_clust_189
2080	246153	mcl_5	ap_clust_7095
2081	0	mcl_51	ap_clust_9025
2082	0	mcl_1	ap_clust_3526
2083	1823076	mcl_3	ap_clust_11290
2084	2107692	mcl_1	ap_clust_11215
2085	484615	mcl_35	ap_clust_12092
2086	323076	mcl_413	ap_clust_0
2087	123076	mcl_18	ap_clust_13387
2088	176923	mcl_21	ap_clust_4706
2089	1215384	mcl_41	ap_clust_5999
2090	326923	mcl_1	ap_clust_5349
2091	734615	mcl_9	ap_clust_3106
2092	3942307	mcl_22	ap_clust_4356
2093	465384	mcl_13	ap_clust_734
2094	4884615	mcl_63	ap_clust_6549
2095	3092307	mcl_17	ap_clust_4839
2096	0	mcl_12	ap_clust_9705
2097	0	mcl_6	ap_clust_4039
2098	519230	mcl_11	ap_clust_7588
2099	361538	mcl_1	ap_clust_448
2100	2123076	mcl_29	ap_clust_9376
2101	330769	mcl_23	ap_clust_5479
2102	1969230	mcl_19	ap_clust_12280
2103	1153846	mcl_8	ap_clust_4393
2104	30769	mcl_2	ap_clust_1780
2105	288461	mcl_13	ap_clust_9805
2106	130769	mcl_6	ap_clust_4039
2107	950000	mcl_24	ap_clust_6228
2108	319230	mcl_6	ap_clust_9013
2109	1623076	mcl_9	ap_clust_9527
2110	173076	mcl_9	ap_clust_4706
2111	57692	mcl_13	ap_clust_9805
2112	130769	mcl_6	ap_clust_7049
2113	1176923	mcl_2	ap_clust_11340
2114	2773076	mcl_19	ap_clust_9765
2115	180769	mcl_1	ap_clust_448
2116	0	mcl_31	ap_clust_10304
2117	330769	mcl_17	ap_clust_4839
2118	2500000	mcl_15	ap_clust_9876
2119	1065384	mcl_3	ap_clust_6794
2120	119230	mcl_4	ap_clust_407
2121	307692	mcl_7	ap_clust_12729
2122	457692	mcl_9	ap_clust_13029
2123	1846153	mcl_29	ap_clust_9376
2124	557692	mcl_14	ap_clust_189
2125	338461	mcl_32	ap_clust_3153
2126	2153846	mcl_15	ap_clust_9982
2127	200000	mcl_25	ap_clust_9091
2128	3400000	mcl_415	ap_clust_0
2129	615384	mcl_33	ap_clust_5975
2130	219230	mcl_5	ap_clust_6751
2131	1742307	mcl_3	ap_clust_9527
2132	1053846	mcl_9	ap_clust_3106
2133	180769	mcl_32	ap_clust_3153
2134	0	mcl_98	ap_clust_8342
2135	603846	mcl_1	ap_clust_2799
2136	284615	mcl_28	ap_clust_8228
2137	653846	mcl_21	ap_clust_9976
2138	846153	mcl_8	ap_clust_3542
2139	130769	mcl_416	ap_clust_0
2140	1503846	mcl_30	ap_clust_5725
2141	1407692	mcl_3	ap_clust_7980
2142	1869230	mcl_34	ap_clust_7774
2143	365384	mcl_19	ap_clust_4319
2144	1603846	mcl_29	ap_clust_7053
2145	776923	mcl_1	ap_clust_3665
2146	242307	mcl_18	ap_clust_13387
2147	223076	mcl_29	ap_clust_9376
2148	184615	mcl_2	ap_clust_1780
2149	438461	mcl_5	ap_clust_3282
2150	0	mcl_159	ap_clust_2150
2151	923076	mcl_39	ap_clust_556
2152	523076	mcl_17	ap_clust_4839
2153	53846	mcl_17	ap_clust_4839
2154	226923	mcl_21	ap_clust_9976
2155	269230	mcl_1	ap_clust_448
2156	0	mcl_4	ap_clust_6582
2157	1434615	mcl_3	ap_clust_12415
2158	184615	mcl_7	ap_clust_12729
2159	2184615	mcl_15	ap_clust_9982
2160	1573076	mcl_3	ap_clust_6426
2161	1519230	mcl_1	ap_clust_11215
2162	0	mcl_7	ap_clust_12729
2163	261538	mcl_6	ap_clust_7049
2164	61538	mcl_4	ap_clust_407
2165	588461	mcl_19	ap_clust_3791
2166	2850000	mcl_1	ap_clust_11215
2167	0	mcl_4	ap_clust_6582
2168	596153	mcl_9	ap_clust_13029
2169	200000	mcl_6	ap_clust_4039
2170	303846	mcl_4	ap_clust_10201
2171	169230	mcl_13	ap_clust_734
2172	4446153	mcl_418	ap_clust_0
2173	107692	mcl_17	ap_clust_4839
2174	350000	mcl_14	ap_clust_6549
2175	1257692	mcl_1	ap_clust_9488
2176	469230	mcl_16	ap_clust_3542
2177	500000	mcl_2	ap_clust_5474
2178	1115384	mcl_9	ap_clust_9527
2179	396153	mcl_32	ap_clust_3153
2180	626923	mcl_9	ap_clust_13029
2181	296153	mcl_13	ap_clust_734
2182	0	mcl_73	ap_clust_10735
2183	300000	mcl_4	ap_clust_407
2184	1150000	mcl_17	ap_clust_7495
2185	796153	mcl_8	ap_clust_2713
2186	1646153	mcl_2	ap_clust_11340
2187	2053846	mcl_15	ap_clust_8942
2188	2215384	mcl_107	ap_clust_9404
2189	750000	mcl_14	ap_clust_11896
2190	469230	mcl_17	ap_clust_9164
2191	353846	mcl_13	ap_clust_734
2192	726923	mcl_14	ap_clust_4160
2193	119230	mcl_4	ap_clust_10201
2194	457692	mcl_5	ap_clust_4927
2195	65384	mcl_12	ap_clust_1513
2196	180769	mcl_47	ap_clust_11074
2197	1573076	mcl_1	ap_clust_12382
2198	1488461	mcl_9	ap_clust_3106
2199	2538461	mcl_17	ap_clust_7495
2200	419230	mcl_16	ap_clust_7610
2201	1003846	mcl_11	ap_clust_6694
2202	0	mcl_12	ap_clust_4372
2203	180769	mcl_4	ap_clust_6582
2204	73076	mcl_5	ap_clust_6986
2205	176923	mcl_1	ap_clust_448
2206	1073076	mcl_2	ap_clust_5133
2207	250000	mcl_14	ap_clust_9266
2208	519230	mcl_11	ap_clust_9976
2209	280769	mcl_11	ap_clust_7588
2210	111538	mcl_12	ap_clust_4372
2211	242307	mcl_4	ap_clust_10201
2212	784615	mcl_2	ap_clust_13524
2213	765384	mcl_34	ap_clust_1058
2214	665384	mcl_13	ap_clust_734
2215	292307	mcl_5	ap_clust_12949
2216	2653846	mcl_15	ap_clust_11478
2217	1811538	mcl_1	ap_clust_12382
2218	919230	mcl_8	ap_clust_6460
2219	330769	mcl_5	ap_clust_6751
2220	2142307	mcl_15	ap_clust_8942
2221	638461	mcl_26	ap_clust_3148
2222	623076	mcl_2	ap_clust_13524
2223	419230	mcl_1	ap_clust_5349
2224	1030769	mcl_11	ap_clust_4706
2225	850000	mcl_38	ap_clust_1508
2226	946153	mcl_5	ap_clust_6751
2227	57692	mcl_12	ap_clust_3502
2228	1061538	mcl_9	ap_clust_9527
2229	788461	mcl_27	ap_clust_9728
2230	457692	mcl_11	ap_clust_6694
2231	1534615	mcl_15	ap_clust_13067
2232	2565384	mcl_15	ap_clust_9982
2233	1669230	mcl_23	ap_clust_5479
2234	1107692	mcl_1	ap_clust_12382
2235	700000	mcl_11	ap_clust_7588
2236	319230	mcl_20	ap_clust_12495
2237	2350000	mcl_1	ap_clust_10832
2238	200000	mcl_24	ap_clust_2238
2239	1261538	mcl_11	ap_clust_8560
2240	1384615	mcl_3	ap_clust_7980
2241	1515384	mcl_2	ap_clust_5382
2242	30769	mcl_1	ap_clust_10832
2243	1334615	mcl_17	ap_clust_7495
2244	1723076	mcl_11	ap_clust_7588
2245	815384	mcl_9	ap_clust_13029
2246	1065384	mcl_42	ap_clust_10275
2247	2138461	mcl_10	ap_clust_9913
2248	1588461	mcl_3	ap_clust_12415
2249	1188461	mcl_235	ap_clust_2249
2250	1726923	mcl_24	ap_clust_9288
2251	0	mcl_56	ap_clust_2561
2252	2265384	mcl_1	ap_clust_11215
2253	153846	mcl_2	ap_clust_7274
2254	2626923	mcl_53	ap_clust_9876
2255	284615	mcl_2	ap_clust_7274
2256	173076	mcl_50	ap_clust_11849
2257	57692	mcl_12	ap_clust_3502
2258	469230	mcl_9	ap_clust_4706
2259	184615	mcl_20	ap_clust_7258
2260	153846	mcl_35	ap_clust_415
2261	1357692	mcl_3	ap_clust_11003
2262	630769	mcl_21	ap_clust_4388
2263	923076	mcl_26	ap_clust_3148
2264	1011538	mcl_8	ap_clust_1609
2265	0	mcl_4	ap_clust_6582
2266	1288461	mcl_1	ap_clust_13156
2267	423076	mcl_4	ap_clust_407
2268	215384	mcl_2	ap_clust_1137
2269	511538	mcl_47	ap_clust_11074
2270	307692	mcl_7	ap_clust_2432
2271	1115384	mcl_1	ap_clust_9488
2272	0	mcl_12	ap_clust_1513
2273	365384	mcl_4	ap_clust_407
2274	1373076	mcl_7	ap_clust_6803
2275	157692	mcl_2	ap_clust_1780
2276	426923	mcl_41	ap_clust_5999
2277	184615	mcl_7	ap_clust_12729
2278	0	mcl_18	ap_clust_8623
2279	169230	mcl_16	ap_clust_3001
2280	238461	mcl_34	ap_clust_7774
2281	723076	mcl_1	ap_clust_9488
2282	492307	mcl_3	ap_clust_12415
2283	1826923	mcl_3	ap_clust_12415
2284	884615	mcl_5	ap_clust_12949
2285	942307	mcl_138	ap_clust_4843
2286	269230	mcl_1	ap_clust_448
2287	57692	mcl_12	ap_clust_3502
2288	134615	mcl_6	ap_clust_7049
2289	119230	mcl_4	ap_clust_6582
2290	980769	mcl_2	ap_clust_5898
2291	0	mcl_203	ap_clust_6258
2292	253846	mcl_7	ap_clust_12729
2293	876923	mcl_1	ap_clust_9488
2294	61538	mcl_4	ap_clust_10201
2295	1096153	mcl_48	ap_clust_2701
2296	1200000	mcl_9	ap_clust_9527
2297	1896153	mcl_3	ap_clust_12415
2298	2380769	mcl_29	ap_clust_9376
2299	623076	mcl_14	ap_clust_189
2300	1657692	mcl_10	ap_clust_12218
2301	2346153	mcl_37	ap_clust_11290
2302	1726923	mcl_10	ap_clust_12218
2303	953846	mcl_5	ap_clust_12949
2304	165384	mcl_1	ap_clust_2799
2305	1284615	mcl_8	ap_clust_4393
2306	119230	mcl_4	ap_clust_6582
2307	407692	mcl_9	ap_clust_4706
2308	1630769	mcl_57	ap_clust_79
2309	0	mcl_25	ap_clust_9091
2310	1530769	mcl_24	ap_clust_11616
2311	300000	mcl_4	ap_clust_407
2312	684615	mcl_11	ap_clust_6694
2313	565384	mcl_21	ap_clust_4388
2314	457692	mcl_14	ap_clust_9266
2315	1188461	mcl_38	ap_clust_10463
2316	176923	mcl_1	ap_clust_10832
2317	838461	mcl_1	ap_clust_7443
2318	0	mcl_236	ap_clust_2318
2319	369230	mcl_7	ap_clust_2432
2320	753846	mcl_9	ap_clust_3106
2321	2107692	mcl_23	ap_clust_5479
2322	192307	mcl_24	ap_clust_11616
2323	123076	mcl_20	ap_clust_1780
2324	265384	mcl_6	ap_clust_7049
2325	1300000	mcl_5	ap_clust_7095
2326	3446153	mcl_19	ap_clust_3791
2327	1834615	mcl_9	ap_clust_3106
2328	1061538	mcl_1	ap_clust_12382
2329	80769	mcl_23	ap_clust_5479
2330	265384	mcl_6	ap_clust_10614
2331	1976923	mcl_9	ap_clust_9527
2332	769230	mcl_2	ap_clust_13524
2333	265384	mcl_5	ap_clust_6751
2334	276923	mcl_2	ap_clust_1137
2335	1584615	mcl_15	ap_clust_13067
2336	884615	mcl_3	ap_clust_6214
2337	965384	mcl_2	ap_clust_5382
2338	0	mcl_12	ap_clust_4372
2339	411538	mcl_23	ap_clust_5479
2340	1550000	mcl_3	ap_clust_12415
2341	930769	mcl_2	ap_clust_5727
2342	757692	mcl_11	ap_clust_7588
2343	2065384	mcl_34	ap_clust_1058
2344	1050000	mcl_2	ap_clust_5727
2345	515384	mcl_5	ap_clust_802
2346	1084615	mcl_2	ap_clust_5382
2347	65384	mcl_5	ap_clust_6986
2348	357692	mcl_9	ap_clust_4706
2349	734615	mcl_41	ap_clust_5999
2350	1784615	mcl_30	ap_clust_5725
2351	488461	mcl_22	ap_clust_11402
2352	1565384	mcl_2	ap_clust_5898
2353	1057692	mcl_2	ap_clust_5133
2354	869230	mcl_8	ap_clust_6460
2355	1111538	mcl_19	ap_clust_12280
2356	76923	mcl_419	ap_clust_0
2357	242307	mcl_1	ap_clust_10832
2358	626923	mcl_11	ap_clust_8560
2359	200000	mcl_2	ap_clust_10772
2360	1873076	mcl_10	ap_clust_12218
2361	307692	mcl_86	ap_clust_8207
2362	215384	mcl_2	ap_clust_2029
2363	107692	mcl_46	ap_clust_6996
2364	7200000	mcl_19	ap_clust_11412
2365	165384	mcl_24	ap_clust_2365
